Cabinet,Dept,Program,Expense Category,FY22 Actual Expense,FY23 Actual Expense,FY24 Appropriation,FY25 Budget
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Supplies & Materials,19250.01,19800.01,#Missing,#Missing
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Current Charges & Obligations,40980,63900,40730,40730
Public Safety Cabinet,Police Department,Bureau of Professional Standards,Equipment,2211.43,1246.23,5000,3500
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Personnel Services,81481053.38,79963864.77,78199079.71,75106034.94
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Contractual Services,416625.69,521461.84,757644,755680
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Supplies & Materials,681375.98,621848.89,573303,575503
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Current Charges & Obligations,109289.6,137848.59,188565,220905
Public Safety Cabinet,Police Department,Bureau of Investigative Services,Equipment,168023.84,346497.67,99176,146265
Public Safety Cabinet,Police Department,Bureau of Intelligence & Analysis,Personnel Services,4687519.12,4316685.65,3757602.71,3851469.4
Public Safety Cabinet,Police Department,Bureau of Intelligence & Analysis,Contractual Services,381.78,1438.58,#Missing,#Missing
Public Safety Cabinet,Police Department,Bureau of Intelligence & Analysis,Supplies & Materials,18783.34,17400.02,#Missing,#Missing
Streets Cabinet,Central Fleet Management,Fleet Services,Personnel Services,2565820.59,2626905.45,2393540.55,2362514.31
Streets Cabinet,Central Fleet Management,Fleet Services,Contractual Services,443954.56,231494.07,520415,530415
Streets Cabinet,Central Fleet Management,Fleet Services,Supplies & Materials,565252.73,372629.5,100115.79,96226.83
Streets Cabinet,Central Fleet Management,Fleet Services,Current Charges & Obligations,3341.05,5492.67,5757,5757
Streets Cabinet,Central Fleet Management,Fleet Services,Equipment,306665.41,295349.76,383201.15,350509.68
Streets Cabinet,Office of Streets,Admin & Finance,Personnel Services,1779760.85,2088974.08,3338609.96,3954776.26
Streets Cabinet,Office of Streets,Admin & Finance,Contractual Services,19538.57,36965.8,534050,533111
Streets Cabinet,Office of Streets,Admin & Finance,Supplies & Materials,2984.01,1000,6650,4250
Streets Cabinet,Office of Streets,Admin & Finance,Current Charges & Obligations,531,8864.81,6600,6600
Streets Cabinet,Office of Streets,Admin & Finance,Equipment,1044.34,171.99,#Missing,#Missing
Streets Cabinet,Office of Streets,Admin & Finance,Other Expenses,#Missing,#Missing,#Missing,0
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Personnel Services,1101560.87,1210024.68,1164604.31,1340913.76
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Contractual Services,369841.12,215395.19,299400,224983
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Supplies & Materials,88203.61,37829.96,120144.88,97360.3
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Current Charges & Obligations,545450.38,598547.38,553793.84,542000
Streets Cabinet,Public Works Department,PWD Commissioner's Office,Equipment,2101.09,#Missing,#Missing,#Missing
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Personnel Services,885496.19,735420.05,791491.73,912203.23
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Contractual Services,2107528.41,2266128.22,2232471.06,1975245.19
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Supplies & Materials,88775.26,122664.25,80523.39,86299.58
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Current Charges & Obligations,3043.89,3083.7,3434.61,3435
Streets Cabinet,Public Works Department,Building/Facility Maintenance,Equipment,167436.91,105610.24,147662.17,122358.06
Streets Cabinet,Public Works Department,Engineering,Personnel Services,1642214.86,1724350.43,2267083.17,2335261.78
Streets Cabinet,Public Works Department,Engineering,Contractual Services,107940.98,216761.25,153001,119373
Streets Cabinet,Public Works Department,Engineering,Supplies & Materials,34971.37,11951.57,26360,19953.66
Streets Cabinet,Public Works Department,Engineering,Current Charges & Obligations,17237.51,19212.25,61144.61,79703
Streets Cabinet,Public Works Department,Engineering,Equipment,61512.09,108017.72,48262.98,42212.82
Streets Cabinet,Public Works Department,Construction Management,Personnel Services,1913977.58,1834964.36,3132331.58,3004255.61
Streets Cabinet,Public Works Department,Construction Management,Contractual Services,95534.81,53455.43,404698,399856
Streets Cabinet,Public Works Department,Construction Management,Supplies & Materials,39182.6,40198.14,44360.08,41658.78
Streets Cabinet,Public Works Department,Construction Management,Current Charges & Obligations,5940.21,2084.8,7814.61,7315
Streets Cabinet,Public Works Department,Construction Management,Equipment,105797.43,61044.08,94516.9,126314.73
Streets Cabinet,Public Works Department,Highway Field Operations,Personnel Services,9832977.75,8920342.06,11222130.33,11671754.32
Streets Cabinet,Public Works Department,Highway Field Operations,Contractual Services,5950093.6,7608807.29,7447292.4,7828387
Streets Cabinet,Public Works Department,Highway Field Operations,Supplies & Materials,1285184.71,1180152.3,1468600,1187360.95
Streets Cabinet,Public Works Department,Highway Field Operations,Current Charges & Obligations,12821.28,16964.24,3852.29,2000
Streets Cabinet,Public Works Department,Highway Field Operations,Equipment,2056497.5,1657126.51,2121862.82,2066463.02
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Personnel Services,1148341.69,1055981.16,1176176.31,1208733.98
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Contractual Services,1178242.98,1125578.38,850666.13,851088
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Supplies & Materials,4523.66,8273.06,26344,13939.69
Streets Cabinet,Public Works Department,Bridge Operations/Maintenance,Current Charges & Obligations,973.91,275.16,423.38,#Missing
Streets Cabinet,Public Works Department,Street Lights,Personnel Services,2911821.59,2810794.16,3512904.38,3567394.6
Streets Cabinet,Public Works Department,Street Lights,Contractual Services,7990912.21,7302652.79,7928238.82,7072606.36
Streets Cabinet,Public Works Department,Street Lights,Supplies & Materials,131930.24,155279.35,127190,136101.99
Streets Cabinet,Public Works Department,Street Lights,Current Charges & Obligations,5368.7,1596.42,8292.27,4000
Streets Cabinet,Public Works Department,Street Lights,Equipment,222153.66,418375.45,803807.54,943430.15
Streets Cabinet,Public Works Department,Street Lights,Other Expenses,537655.82,1762490.34,600000,600000
Streets Cabinet,Public Works Department,Waste Reduction,Personnel Services,2582696.08,2586901.07,3084245.87,3160144.7
Streets Cabinet,Public Works Department,Waste Reduction,Contractual Services,53067528.4,59366536.33,63984770.91,65772225.6
Streets Cabinet,Public Works Department,Waste Reduction,Supplies & Materials,577671.68,722708.96,139690,296505.76
Streets Cabinet,Public Works Department,Waste Reduction,Current Charges & Obligations,19900.04,6486.38,3396.92,4700
Streets Cabinet,Public Works Department,Waste Reduction,Equipment,92431.12,154224.72,361126.13,314210.53
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Personnel Services,1112267.33,1177541.76,1086820.96,1362718.56
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Contractual Services,171196.42,1060475.51,1212750,375750
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Supplies & Materials,91705.23,89088.09,35600,37600
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Current Charges & Obligations,145864.07,138582.47,156422,156422
Streets Cabinet,Transportation Department,Traffic Commissioner's Office,Equipment,14970.74,56362.91,1200,1201
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Personnel Services,2302469.47,2542522.49,2612731.5,2933047.33
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Contractual Services,547594.88,726967.6,294975,398900
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Supplies & Materials,4750,11824.6,0,5000
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Current Charges & Obligations,17521.34,22848.42,40300,40500
Streets Cabinet,Transportation Department,Traffic Management & Engineering,Equipment,46689.64,112821.36,47143.76,69765.12
Streets Cabinet,Transportation Department,Policy & Planning,Personnel Services,1781946.41,2008637.03,2706410.47,2900058.76
Streets Cabinet,Transportation Department,Policy & Planning,Contractual Services,1354300.9,3241266.48,1759850,2228600
Streets Cabinet,Transportation Department,Policy & Planning,Supplies & Materials,4176.5,22107.86,0,#Missing
Streets Cabinet,Transportation Department,Policy & Planning,Current Charges & Obligations,#Missing,3422.13,5000,5000
Streets Cabinet,Transportation Department,Policy & Planning,Equipment,#Missing,58977.15,30754.75,#Missing
Streets Cabinet,Transportation Department,Traffic Enforcement,Personnel Services,13414615.9,12197154.1,15237060.05,14514479.32
Streets Cabinet,Transportation Department,Traffic Enforcement,Contractual Services,755705.29,666564.52,784131.22,792926.66
Streets Cabinet,Transportation Department,Traffic Enforcement,Supplies & Materials,399852.5,434012.38,411625,401075.25
Streets Cabinet,Transportation Department,Traffic Enforcement,Current Charges & Obligations,166336.34,140276.8,168548,162500
Streets Cabinet,Transportation Department,Traffic Enforcement,Equipment,796824.65,767175.6,962758.45,787382.49
Streets Cabinet,Transportation Department,Traffic Operations,Personnel Services,3876977.67,3711417.49,4085707.23,4265285.92
Streets Cabinet,Transportation Department,Traffic Operations,Contractual Services,3465207.42,3765177.11,3087658.68,2706200.02
Streets Cabinet,Transportation Department,Traffic Operations,Supplies & Materials,1724387.57,1578174.54,1336327.5,1347161.4
Streets Cabinet,Transportation Department,Traffic Operations,Current Charges & Obligations,1855.34,232570.66,2968,2955
Streets Cabinet,Transportation Department,Traffic Operations,Equipment,843508.82,676617.8,620982.65,884595.45
Streets Cabinet,Transportation Department,Parking Clerk,Personnel Services,2886578.73,2732468.93,3201072.2,3224898.33
Streets Cabinet,Transportation Department,Parking Clerk,Contractual Services,4637190.6,4264437.61,4570525.06,4588156
Streets Cabinet,Transportation Department,Parking Clerk,Supplies & Materials,257096.8,336435.36,214280,274400
Streets Cabinet,Transportation Department,Parking Clerk,Current Charges & Obligations,3389.51,3464.98,1253,1253
Streets Cabinet,Transportation Department,Parking Clerk,Equipment,29220.35,1028.68,6000,6000
Streets Cabinet,Snow & Winter Management,Snow & Winter Management,Contractual Services,28289692.87,22295295.02,22640141.6,20460489.85
Streets Cabinet,Snow & Winter Management,Snow & Winter Management,Supplies & Materials,48000,66925.42,57500,57500
Streets Cabinet,Snow & Winter Management,Snow & Winter Management,Current Charges & Obligations,#Missing,#Missing,0,#Missing
Streets Cabinet,Snow & Winter Management,Snow & Winter Management,Equipment,179796.13,630886.59,1049666.14,1950948.28
Planning Cabinet,Planning Department,Planning Advisory Council,Personnel Services,#Missing,#Missing,521126.49,662196.76
Planning Cabinet,Planning Department,Planning Advisory Council,Contractual Services,#Missing,#Missing,20000,22231
Planning Cabinet,Planning Department,Planning Advisory Council,Supplies & Materials,#Missing,#Missing,5000,5000
Planning Cabinet,Planning Department,Planning Advisory Council,Equipment,#Missing,#Missing,5000,5000
Planning Cabinet,Planning Department,Administration Division,Personnel Services,#Missing,#Missing,#Missing,10486018
Planning Cabinet,Planning Department,Administration Division,Contractual Services,#Missing,#Missing,#Missing,1836072
Planning Cabinet,Planning Department,Administration Division,Supplies & Materials,#Missing,#Missing,#Missing,166712
Planning Cabinet,Planning Department,Administration Division,Current Charges & Obligations,#Missing,#Missing,#Missing,516287
Planning Cabinet,Planning Department,Administration Division,Equipment,#Missing,#Missing,#Missing,75000
Planning Cabinet,Planning Department,Planning & Zoning,Personnel Services,#Missing,#Missing,#Missing,3991187.29
Planning Cabinet,Planning Department,Planning & Zoning,Contractual Services,#Missing,#Missing,#Missing,2208093
Planning Cabinet,Planning Department,Planning & Zoning,Supplies & Materials,#Missing,#Missing,#Missing,15000
Planning Cabinet,Planning Department,Planning & Zoning,Current Charges & Obligations,#Missing,#Missing,#Missing,22000
Planning Cabinet,Planning Department,Design Division,Personnel Services,#Missing,#Missing,#Missing,3531878.62
Planning Cabinet,Planning Department,Design Division,Contractual Services,#Missing,#Missing,#Missing,1410520
Planning Cabinet,Planning Department,Design Division,Supplies & Materials,#Missing,#Missing,#Missing,2000
Planning Cabinet,Planning Department,Design Division,Current Charges & Obligations,#Missing,#Missing,#Missing,24100
Planning Cabinet,Planning Department,Real Estate,Personnel Services,#Missing,#Missing,#Missing,3186628
Planning Cabinet,Planning Department,Real Estate,Contractual Services,#Missing,#Missing,#Missing,527540
Planning Cabinet,Planning Department,Real Estate,Current Charges & Obligations,#Missing,#Missing,#Missing,44800
Planning Cabinet,Planning Department,Development Review,Personnel Services,#Missing,#Missing,#Missing,2418148.39
Planning Cabinet,Planning Department,Development Review,Contractual Services,#Missing,#Missing,#Missing,1473267
Planning Cabinet,Planning Department,Development Review,Supplies & Materials,#Missing,#Missing,#Missing,5000
Planning Cabinet,Planning Department,Development Review,Current Charges & Obligations,#Missing,#Missing,#Missing,44600
Non-Mayoral Departments,City Clerk,Legislative Support,Personnel Services,378408.6,305968.82,494334.27,576821.65
Non-Mayoral Departments,City Clerk,Legislative Support,Contractual Services,24621.9,22842.92,15194,15654
Non-Mayoral Departments,City Clerk,Legislative Support,Supplies & Materials,7973.96,16966.98,8949,7360.67
Non-Mayoral Departments,City Clerk,Legislative Support,Current Charges & Obligations,474.81,7109.31,#Missing,#Missing
Non-Mayoral Departments,City Clerk,Legislative Support,Equipment,16439.81,609.75,0,0
Non-Mayoral Departments,City Clerk,Document Filing,Personnel Services,500330.29,522873.39,560969.96,496508.55
Non-Mayoral Departments,City Clerk,Document Filing,Contractual Services,9717.72,37612.44,17756.01,39032
Non-Mayoral Departments,City Clerk,Document Filing,Supplies & Materials,6497.45,6391.93,6160.67,4247
Non-Mayoral Departments,City Clerk,Document Filing,Current Charges & Obligations,751.35,1352,751.35,6700
Non-Mayoral Departments,City Clerk,Document Filing,Equipment,#Missing,4494.91,#Missing,#Missing
Non-Mayoral Departments,City Clerk,Archives,Personnel Services,440521.94,462924.6,468749.37,461966.71
Non-Mayoral Departments,City Clerk,Archives,Contractual Services,50713.64,52149.06,67561,82631
Non-Mayoral Departments,City Clerk,Archives,Supplies & Materials,5566.48,3112.51,5498,9000
Non-Mayoral Departments,City Clerk,Archives,Current Charges & Obligations,120,9450.82,2905,3545
Non-Mayoral Departments,City Clerk,Archives,Equipment,#Missing,3798.85,#Missing,#Missing
Non-Mayoral Departments,City Council,City Council Administration,Personnel Services,321458.76,471875.98,447204.3,618958.31
Non-Mayoral Departments,City Council,City Council Administration,Contractual Services,111135.29,85591.02,51500,56344
Non-Mayoral Departments,City Council,City Council Administration,Supplies & Materials,14879.95,18012.05,44000,58600
Non-Mayoral Departments,City Council,City Council Administration,Current Charges & Obligations,6695.9,7965.38,14000,14000
Non-Mayoral Departments,City Council,City Council Administration,Equipment,#Missing,11801.32,0,#Missing
Non-Mayoral Departments,City Council,City Councilors,Personnel Services,4803049.61,5545233.09,6168947.99,6325499.73
Non-Mayoral Departments,City Council,City Councilors,Contractual Services,30932.88,92357.18,368100,393968
Non-Mayoral Departments,City Council,City Councilors,Supplies & Materials,3384.96,8855.13,#Missing,#Missing
Non-Mayoral Departments,City Council,City Councilors,Current Charges & Obligations,5332.65,1310.4,4829,6500
Non-Mayoral Departments,City Council,City Councilors,Equipment,8475.64,9447,28000,21000
Non-Mayoral Departments,City Council,Legislative Financial Support,Personnel Services,638291.08,816182.81,849539.24,878077.8
Non-Mayoral Departments,City Council,Legislative Financial Support,Contractual Services,#Missing,2808,5500,9712
Non-Mayoral Departments,City Council,Legislative Financial Support,Supplies & Materials,#Missing,#Missing,500,500
Non-Mayoral Departments,City Council,Legislative Financial Support,Current Charges & Obligations,7014.7,7532.7,19920,19920
Non-Mayoral Departments,City Council,Legislative Financial Support,Equipment,22685.33,#Missing,60000,63000
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Personnel Services,302440.84,309078.64,318486.35,483930.49
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Contractual Services,1735.66,1767.46,4350,44752
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Supplies & Materials,37.4,195,525,525
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Current Charges & Obligations,47.79,514.75,250,250
Non-Mayoral Departments,Finance Commission,Finance Commission Program,Equipment,858,1057,2125,2125
Other,Pensions,Pensions,Other Expenses,323684235,381918656,390596447.4,422494346
Other,Charter School Tuition,Charter School Tuition,Other Expenses,229842219,251771272,281078667,287286130
Other,MBTA,MBTA,Other Expenses,94117010,93613189,95283193,97299014
Other,Other State Assessments,Other State Assessments,Other Expenses,5728581,6616857,6806029,7519095
Other,Suffolk County Sheriff Dept,Suffolk County Sheriff Dept,Other Expenses,2898233,2898233,2888636,2888636
Other,Reserve,Reserve,Other Expenses,2250273.73,4317938,0,350000
Other,Annual Audit Costs,Annual Audit Costs,Other Expenses,708203,1593492,750000,750000
Other,Housing Trust Fund,Housing Trust Fund,Other Expenses,525404.86,546747.17,618000,618000
Other,OPEB,OPEB,Other Expenses,40000000,40000000,40000000,40000000
Other,Risk Retention Reserve,Risk Retention Reserve,Other Expenses,3800000,3880912.25,2500000,3500000
Other,Tax Title,Tax Title,Other Expenses,#Missing,#Missing,600000,600000
Other,Debt Service,Debt Service,Fixed Expenses,184271922.5,198400126.1,246202653,276436916
Other,Reserve for Collective Bargaining City,Reserve for Collective Bargaining City,Personnel Services,52000000,40000000,13845934,96838069
